hex,color
#a00027,red
#a30027,red
#a50027,red
#a80027,red
#ae0027,red
#a50028,red
#a60028,red
#aa0028,red
#ab0028,red
#af0028,red
#a00029,red
#a10029,red
#a90029,red
#ae0029,red
#af0029,red
#a1002a,red
#a2002a,red
#a4002a,red
#a5002a,red
#a6002a,red
#a7002a,red
#a8002a,red
#a9002a,red
#aa002a,red
#ab002a,red
#ac002a,red
#ae002a,red
#a0002b,red
#a4002b,red
#a7002b,red
#a8002b,red
#aa002b,red
#ab002b,red
#ac002b,red
#ae002b,red
#a1002c,red
#a2002c,red
#a3002c,red
#a5002c,red
#a7002c,red
#a9002c,red
#aa002c,red
#a0002d,red
#a1002d,red
#a3002d,red
#a8002d,red
#aa002d,red
#ac002d,red
#ad002d,red
#af002d,red
#a0002e,red
#a1002e,red
#a2002e,red
#a5002e,red
#a6002e,red
#aa002e,red
#ad002e,red
#af002e,red
#a1002f,red
#a3002f,red
#a7002f,red
#a8002f,red
#ab002f,red
#b00020,red
#b50020,red
#b80020,red
#b90020,red
#ba0020,red
#be0020,red
#bf0020,red
#b40021,red
#b50021,red
#b60021,red
#b90021,red
#bb0021,red
#bc0021,red
#bd0021,red
#be0021,red
#b30022,red
#b40022,red
#b70022,red
#b90022,red
#ba0022,red
#bb0022,red
#bf0022,red
#b00023,red
#b10023,red
#b20023,red
#b40023,red
#b80023,red
#bd0023,red
#be0023,red
#bf0023,red
#b30024,red
#b60024,red
#b70024,red
#b80024,red
#b90024,red
#ba0024,red
#bb0024,red
#b10025,red
#b30025,red
#ba0025,red
#b10026,red
#b20026,red
#b30026,red
#b40026,red
#b60026,red
#b70026,red
#ba0026,red
#bb0026,red
#bc0026,red
#be0026,red
#b00027,red
#b20027,red
#b50027,red
#b60027,red
#b70027,red
#b90027,red
#bc0027,red
#bf0027,red
#b40028,red
#b50028,red
#b70028,red
#ba0028,red
#bb0028,red
#be0028,red
#b10029,red
#b20029,red
#b40029,red
#b70029,red
#b80029,red
#b90029,red
#ba0029,red
#bb0029,red
#bc0029,red
#be0029,red
#bf0029,red
#b1002a,red
#b3002a,red
#b9002a,red
#ba002a,red
#bb002a,red
#be002a,red
#b0002b,red
#b2002b,red
#b3002b,red
#b5002b,red
#b8002b,red
#b9002b,red
#bd002b,red
#be002b,red
#bf002b,red
#b1002c,red
#b2002c,red
#b3002c,red
#b4002c,red
#b5002c,red
#b6002c,red
#ba002c,red
#bb002c,red
#be002c,red
#b1002d,red
#b6002d,red
#b8002d,red
#b9002d,red
#bc002d,red
#b0002e,red
#b8002e,red
#ba002e,red
#bb002e,red
#be002e,red
#b1002f,red
#b2002f,red
#b3002f,red
#b6002f,red
#b8002f,red
#ba002f,red
#bb002f,red
#c00020,red
#c40020,red
#c60020,red
#c70020,red
#ca0020,red
#cb0020,red
#cc0020,red
#cd0020,red
#c00021,red
#c10021,red
#c20021,red
#c30021,red
#c40021,red
#c50021,red
#c70021,red
#c80021,red
#cd0021,red
#ce0021,red
#c00022,red
#c10022,red
#c20022,red
#c30022,red
#c60022,red
#c70022,red
#c80022,red
#ca0022,red
#ce0022,red
#c00023,red
#c10023,red
#c20023,red
#c30023,red
#c50023,red
#c60023,red
#c90023,red
#ca0023,red
#cb0023,red
#cc0023,red
#ce0023,red
#cf0023,red
#c10024,red
#c20024,red
#c30024,red
#c40024,red
#c70024,red
#c80024,red
#c90024,red
#cc0024,red
#c50025,red
#c70025,red
#c80025,red
#c90025,red
#ca0025,red
#cb0025,red
#cc0025,red
#c20026,red
#c40026,red
#c50026,red
#c70026,red
#c90026,red
#ca0026,red
#cb0026,red
#cf0026,red
#c00027,red
#c40027,red
#c50027,red
#c70027,red
#ca0027,red
#cb0027,red
#cc0027,red
#cd0027,red
#cf0027,red
#c10028,red
#c20028,red
#c40028,red
#c50028,red
#c70028,red
#c80028,red
#ca0028,red
#cf0028,red
#c10029,red
#c20029,red
#c50029,red
#c60029,red
#c70029,red
#c80029,red
#c90029,red
#c0002a,red
#c1002a,red
#c2002a,red
#c3002a,red
#c4002a,red
#ca002a,red
#cb002a,red
#cd002a,red
#ce002a,red
#cf002a,red
#c1002b,red
#c4002b,red
#c5002b,red
#c6002b,red
#c7002b,red
#c8002b,red
#cd002b,red
#ce002b,red
#c0002c,red
#c1002c,red
#c3002c,red
#c7002c,red
#cb002c,red
#ce002c,red
#cf002c,red
#c1002d,red
#c3002d,red
#c4002d,red
#c6002d,red
#c7002d,red
#ca002d,red
#cb002d,red
#cc002d,red
#cd002d,red
#ce002d,red
#cf002d,red
#c0002e,red
#c1002e,red
#c3002e,red
#cb002e,red
#cc002e,red
#c1002f,red
#c3002f,red
#c5002f,red
#c6002f,red
#ca002f,red
#ce002f,red
#cf002f,red
#d10020,red
#d20020,red
#d30020,red
#d60020,red
#db0020,red
#dc0020,red
#de0020,red
#d30021,red
#db0021,red
#dc0021,red
#dd0021,red
#de0021,red
#d00022,red
#d10022,red
#d20022,red
#d60022,red
#d70022,red
#d80022,red
#d90022,red
#da0022,red
#db0022,red
#d00023,red
#d30023,red
#d60023,red
#d70023,red
#d80023,red
#db0023,red
#dc0023,red
#de0023,red
#d30024,red
#d60024,red
#d70024,red
#d80024,red
#dc0024,red
#dd0024,red
#de0024,red
#d00025,red
#d30025,red
#d40025,red
#d60025,red
#d70025,red
#d80025,red
#dd0025,red
#df0025,red
#d00026,red
#d30026,red
#d40026,red
#d50026,red
#d80026,red
#d90026,red
#da0026,red
#df0026,red
#d00027,red
#d10027,red
#d40027,red
#d60027,red
#da0027,red
#db0027,red
#dc0027,red
#de0027,red
#df0027,red
#d00028,red
#d10028,red
#d30028,red
#d40028,red
#d50028,red
#d60028,red
#db0028,red
#dd0028,red
#d00029,red
#d20029,red
#d40029,red
#d50029,red
#d60029,red
#d70029,red
#d80029,red
#da0029,red
#db0029,red
#dc0029,red
#de0029,red
#df0029,red
#d4002a,red
#d5002a,red
#d6002a,red
#d7002a,red
#d9002a,red
#da002a,red
#dd002a,red
#de002a,red
#df002a,red
#d1002b,red
#d3002b,red
#d4002b,red
#d5002b,red
#d6002b,red
#d7002b,red
#da002b,red
#db002b,red
#df002b,red
#d0002c,red
#d3002c,red
#d4002c,red
#d5002c,red
#d7002c,red
#da002c,red
#db002c,red
#dc002c,red
#df002c,red
#d2002d,red
#d4002d,red
#d8002d,red
#d9002d,red
#dc002d,red
#dd002d,red
#de002d,red
#d0002e,red
#d1002e,red
#d2002e,red
#d5002e,red
#d6002e,red
#d7002e,red
#da002e,red
#db002e,red
#dc002e,red
#d0002f,red
#d3002f,red
#d4002f,red
#d5002f,red
#d8002f,red
#d9002f,red
#dc002f,red
#dd002f,red
#de002f,red
#e00020,red
#e20020,red
#e30020,red
#e40020,red
#e60020,red
#e80020,red
#e90020,red
#eb0020,red
#ec0020,red
#ed0020,red
#ee0020,red
#ef0020,red
#e30021,red
#e50021,red
#e60021,red
#e70021,red
#e90021,red
#ea0021,red
#eb0021,red
#ec0021,red
#ed0021,red
#e10022,red
#e30022,red
#e70022,red
#e90022,red
#ed0022,red
#e00023,red
#e40023,red
#e50023,red
#e70023,red
#ec0023,red
#ed0023,red
#ee0023,red
#e10024,red
#e30024,red
#e60024,red
#e70024,red
#e90024,red
#eb0024,red
#ef0024,red
#e00025,red
#e10025,red
#e20025,red
#e30025,red
#e70025,red
#eb0025,red
#ec0025,red
#ed0025,red
#ee0025,red
#e00026,red
#e10026,red
#e30026,red
#e40026,red
#e50026,red
#e80026,red
#e90026,red
#eb0026,red
#ec0026,red
#ed0026,red
#ee0026,red
#e00027,red
#e30027,red
#e50027,red
#e90027,red
#ea0027,red
#eb0027,red
#ec0027,red
#e10028,red
#e20028,red
#e30028,red
#e60028,red
#e90028,red
#ec0028,red
#ed0028,red
#ef0028,red
#e00029,red
#e20029,red
#e30029,red
#e80029,red
#eb0029,red
#ec0029,red
#ed0029,red
#e0002a,red
#e5002a,red
#e7002a,red
#e8002a,red
#e9002a,red
#ea002a,red
#ec002a,red
#ef002a,red
#e1002b,red
#e3002b,red
#e5002b,red
#e6002b,red
#e7002b,red
#e9002b,red
#eb002b,red
#ee002b,red
#ef002b,red
#e0002c,red
#e2002c,red
#e3002c,red
#e5002c,red
#e7002c,red
#ea002c,red
#eb002c,red
#ef002c,red
#e0002d,red
#e3002d,red
#e4002d,red
#e5002d,red
#e8002d,red
#e9002d,red
#ef002d,red
#e0002e,red
#e1002e,red
#e6002e,red
#e7002e,red
#ec002e,red
#ee002e,red
#e0002f,red
#e2002f,red
#e6002f,red
#e7002f,red
#e8002f,red
#e9002f,red
#ea002f,red
#ef002f,red
#f00020,red
#f60020,red
#f70020,red
#f80020,red
#f90020,red
#fb0020,red
#fc0020,red
#fe0020,red
#ff0020,red
#f10021,red
#f50021,red
#f60021,red
#f80021,red
#f90021,red
#fc0021,red
#fe0021,red
#ff0021,red
#f00022,red
#f10022,red
#f20022,red
#f40022,red
#f70022,red
#f90022,red
#fa0022,red
#fd0022,red
#fe0022,red
#ff0022,red
#f20023,red
#f80023,red
#fb0023,red
#fd0023,red
#f10024,red
#f20024,red
#f50024,red
#f60024,red
#f70024,red
#f80024,red
#f90024,red
#fa0024,red
#fb0024,red
#fd0024,red
#fe0024,red
#ff0024,red
#f00025,red
#f20025,red
#f70025,red
#fa0025,red
#fb0025,red
#fc0025,red
#fd0025,red
#fe0025,red
#f10026,red
#f90026,red
#fa0026,red
#fc0026,red
#fd0026,red
#f00027,red
#f20027,red
#f40027,red
#f80027,red
#f90027,red
#fb0027,red
#fd0027,red
#f00028,red
#f10028,red
#f20028,red
#f30028,red
#f50028,red
#f70028,red
#f80028,red
#fc0028,red
#ff0028,red
#f00029,red
#f10029,red
#f30029,red
#f40029,red
#f50029,red
#fa0029,red
#fb0029,red
#fc0029,red
#fe0029,red
#f0002a,red
#f1002a,red
#f2002a,red
#f3002a,red
#f7002a,red
#f8002a,red
#f9002a,red
#fb002a,red
#fd002a,red
#ff002a,red
#f0002b,red
#f1002b,red
#f3002b,red
#f6002b,red
#f8002b,red
#fa002b,red
#fe002b,red
#ff002b,red
#f1002c,red
#f3002c,red
#f4002c,red
#f5002c,red
#f6002c,red
#f7002c,red
#f8002c,red
#fb002c,red
#fc002c,red
#fd002c,red
#f0002d,red
#f1002d,red
#f2002d,red
#f3002d,red
#f4002d,red
#f7002d,red
#f8002d,red
#fa002d,red
#f1002e,red
#f4002e,red
#f5002e,red
#f7002e,red
#f8002e,red
#f9002e,red
#fb002e,red
#fc002e,red
#ff002e,red
#f0002f,red
#f2002f,red
#f6002f,red
#f8002f,red
#f9002f,red
#fb002f,red
#fc002f,red
#fd002f,red
#fe002f,red
#ff002f,red
#030030,blue
#040030,blue
#060030,blue
#080030,blue
#090030,blue
#0a0030,blue
#0c0030,blue
#0d0030,blue
#0f0030,blue
#030031,blue
#040031,blue
#050031,blue
#090031,blue
#0a0031,blue
#0b0031,blue
#0c0031,blue
#0e0031,blue
#020032,blue
#030032,blue
#040032,blue
#050032,blue
#060032,blue
#080032,blue
#0d0032,blue
#0f0032,blue
#020033,blue
#030033,blue
#070033,blue
#080033,blue
#090033,blue
#0c0033,blue
#0d0033,blue
#0e0033,blue
#020034,blue
#030034,blue
#050034,blue
#060034,blue
#080034,blue
#090034,blue
#0d0034,blue
#010035,blue
#040035,blue
#080035,blue
#0a0035,blue
#0c0035,blue
#0d0035,blue
#0e0035,blue
#040036,blue
#080036,blue
#0a0036,blue
#0b0036,blue
#0d0036,blue
#0f0036,blue
#010037,blue
#020037,blue
#040037,blue
#060037,blue
#070037,blue
#090037,blue
#0d0037,blue
#0f0037,blue
#010038,blue
#040038,blue
#050038,blue
#070038,blue
#090038,blue
#0a0038,blue
#0e0038,blue
#0f0038,blue
#010039,blue
#020039,blue
#030039,blue
#040039,blue
#050039,blue
#070039,blue
#090039,blue
#0b0039,blue
#0c0039,blue
#0f0039,blue
#03003a,blue
#04003a,blue
#07003a,blue
#08003a,blue
#0e003a,blue
#0f003a,blue
#03003b,blue
#04003b,blue
#05003b,blue
#08003b,blue
#09003b,blue
#0a003b,blue
#0b003b,blue
#0d003b,blue
#0e003b,blue
#01003c,blue
#02003c,blue
#03003c,blue
#07003c,blue
#08003c,blue
#0b003c,blue
#0e003c,blue
#01003d,blue
#03003d,blue
#05003d,blue
#06003d,blue
#09003d,blue
#0a003d,blue
#0e003d,blue
#0f003d,blue
#02003e,blue
#03003e,blue
#06003e,blue
#09003e,blue
#02003f,blue
#03003f,blue
#05003f,blue
#06003f,blue
#0a003f,blue
#0d003f,blue
#0e003f,blue
#0f003f,blue
#100030,blue
#110030,blue
#120030,blue
#140030,blue
#150030,blue
#170030,violet
#180030,violet
#1d0030,violet
#190031,violet
#1a0031,violet
#1e0031,violet
#1f0031,violet
#100032,blue
#120032,blue
#130032,blue
#140032,blue
#180032,violet
#190032,violet
#1b0032,violet
#1c0032,violet
#1d0032,violet
#140033,blue
#1b0033,violet
#1c0033,violet
#1d0033,violet
#100034,blue
#120034,blue
#140034,blue
#160034,blue
#170034,blue
#190034,violet
#1a0034,violet
#1c0034,violet
#100035,blue
#110035,blue
#120035,blue
#130035,blue
#150035,blue
#1a0035,violet
#1e0035,violet
#1f0035,violet
#110036,blue
#130036,blue
#140036,blue
#150036,blue
#160036,blue
#180036,blue
#1b0036,violet
#1c0036,violet
#1f0036,violet
#100037,blue
#110037,blue
#120037,blue
#130037,blue
#170037,blue
#180037,blue
#1a0037,violet
#1c0037,violet
#1e0037,violet
#1f0037,violet
#130038,blue
#150038,blue
#180038,blue
#1b0038,violet
#1c0038,violet
#1e0038,violet
#1f0038,violet
#100039,blue
#120039,blue
#170039,blue
#180039,blue
#190039,violet
#1a0039,violet
#1b0039,violet
#1e0039,violet
#11003a,blue
#13003a,blue
#14003a,blue
#15003a,blue
#16003a,blue
#17003a,blue
#18003a,blue
#19003a,violet
#1b003a,violet
#1e003a,violet
#10003b,blue
#11003b,blue
#16003b,blue
#17003b,blue
#18003b,blue
#1a003b,violet
#1b003b,violet
#1c003b,violet
#1d003b,violet
#10003c,blue
#11003c,blue
#13003c,blue
#15003c,blue
#16003c,blue
#18003c,blue
#1a003c,violet
#1d003c,violet
#1f003c,violet
#13003d,blue
#14003d,blue
#15003d,blue
#18003d,blue
#1a003d,blue
#1b003d,violet
#1c003d,violet
#11003e,blue
#12003e,blue
#17003e,blue
#18003e,blue
#1a003e,blue
#1d003e,violet
#1f003e,violet
#10003f,blue
#11003f,blue
#12003f,blue
#1b003f,violet
#1c003f,violet
#220030,violet
#230030,violet
#240030,violet
#280030,violet
#2c0030,violet
#2f0030,violet
#230031,violet
#240031,violet
#250031,violet
#260031,violet
#270031,violet
#290031,violet
#2a0031,violet
#200032,violet
#250032,violet
#260032,violet
#270032,violet
#2a0032,violet
#2b0032,violet
#2c0032,violet
#2d0032,violet
#2e0032,violet
#200033,violet
#210033,violet
#220033,violet
#240033,violet
#260033,violet
#270033,violet
#2b0033,violet
#260034,violet
#280034,violet
#2b0034,violet
#2c0034,violet
#2f0034,violet
#280035,violet
#2a0035,violet
#2d0035,violet
#2e0035,violet
#200036,violet
#220036,violet
#230036,violet
#250036,violet
#260036,violet
#290036,violet
#2b0036,violet
#2c0036,violet
#2d0036,violet
#2e0036,violet
#2f0036,violet
#200037,violet
#220037,violet
#240037,violet
#250037,violet
#270037,violet
#280037,violet
#290037,violet
#2b0037,violet
#2c0037,violet
#2d0037,violet
#2e0037,violet
#2f0037,violet
#200038,violet
#220038,violet
#230038,violet
#240038,violet
#250038,violet
#280038,violet
#290038,violet
#2a0038,violet
#2b0038,violet
#2c0038,violet
#2d0038,violet
#2e0038,violet
#210039,violet
#220039,violet
#230039,violet
#250039,violet
#270039,violet
#290039,violet
#2b0039,violet
#2d0039,violet
#2e0039,violet
#22003a,violet
#24003a,violet
#25003a,violet
#26003a,violet
#29003a,violet
#2d003a,violet
#2e003a,violet
#2f003a,violet
#20003b,violet
#21003b,violet
#23003b,violet
#29003b,violet
#2a003b,violet
#2c003b,violet
#2f003b,violet
#20003c,violet
#23003c,violet
#24003c,violet
#26003c,violet
#27003c,violet
#2b003c,violet
#2d003c,violet
#2f003c,violet
#21003d,violet
#25003d,violet
#27003d,violet
#28003d,violet
#2b003d,violet
#2d003d,violet
#2e003d,violet
#22003e,violet
#24003e,violet
#26003e,violet
#27003e,violet
#2a003e,violet
#2d003e,violet
#23003f,violet
#27003f,violet
#2a003f,violet
#2b003f,violet
#2c003f,violet
#2d003f,violet
#2f003f,violet
#340030,violet
#370030,violet
#380030,violet
#390030,violet
#3c0030,violet
#3d0030,violet
#3e0030,violet
#3f0030,violet
#310031,violet
#320031,violet
#370031,violet
#380031,violet
#390031,violet
#3a0031,violet
#3b0031,violet
#3d0031,violet
#3e0031,violet
#340032,violet
#350032,violet
#380032,violet
#3a0032,violet
#3b0032,violet
#3e0032,violet
#320033,violet
#330033,violet
#340033,violet
#350033,violet
#360033,violet
#390033,violet
#3c0033,violet
#3d0033,violet
#3e0033,violet
#3f0033,violet
#330034,violet
#350034,violet
#370034,violet
#380034,violet
#390034,violet
#3a0034,violet
#3b0034,violet
#3f0034,violet
#300035,violet
#310035,violet
#340035,violet
#370035,violet
#380035,violet
#390035,violet
#3a0035,violet
#3e0035,violet
#3f0035,violet
#310036,violet
#330036,violet
#350036,violet
#370036,violet
#3a0036,violet
#3c0036,violet
#3d0036,violet
#3e0036,violet
#3f0036,violet
#360037,violet
#3e0037,violet
#3f0037,violet
#300038,violet
#320038,violet
#330038,violet
#340038,violet
#360038,violet
#390038,violet
#3a0038,violet
#3b0038,violet
#3d0038,violet
#3f0038,violet
#310039,violet
#320039,violet
#330039,violet
#340039,violet
#360039,violet
#370039,violet
#380039,violet
#3b0039,violet
#3c0039,violet
#3e0039,violet
#30003a,violet
#31003a,violet
#35003a,violet
#3d003a,violet
#3e003a,violet
#3f003a,violet
#30003b,violet
#33003b,violet
#35003b,violet
#36003b,violet
#38003b,violet
#3b003b,violet
#3d003b,violet
#30003c,violet
#31003c,violet
#33003c,violet
#35003c,violet
#37003c,violet
#39003c,violet
#3a003c,violet
#3c003c,violet
#30003d,violet
#32003d,violet
#33003d,violet
#34003d,violet
#35003d,violet
#36003d,violet
#37003d,violet
#39003d,violet
#3b003d,violet
#3c003d,violet
#3e003d,violet
#3f003d,violet
#31003e,violet
#33003e,violet
#35003e,violet
#36003e,violet
#37003e,violet
#38003e,violet
#3a003e,violet
#3c003e,violet
#3d003e,violet
#3e003e,violet
#3f003e,violet
#32003f,violet
#36003f,violet
#38003f,violet
#39003f,violet
#3b003f,violet
#3c003f,violet
#3e003f,violet
#400030,violet
#420030,violet
#430030,violet
#490030,violet
#4a0030,violet
#4b0030,violet
#4e0030,violet
#400031,violet
#430031,violet
#440031,violet
#450031,violet
#480031,violet
#490031,violet
#4a0031,violet
#4b0031,violet
#4d0031,violet
#4e0031,violet
#400032,violet
#410032,violet
#450032,violet
#460032,violet
#470032,violet
#4c0032,violet
#4f0032,violet
#400033,violet
#420033,violet
#460033,violet
#480033,violet
#490033,violet
#4a0033,violet
#4b0033,violet
#4e0033,violet
#4f0033,violet
#420034,violet
#430034,violet
#440034,violet
#470034,violet
#480034,violet
#4b0034,violet
#4d0034,violet
#4f0034,violet
#400035,violet
#420035,violet
#430035,violet
#440035,violet
#490035,violet
#4b0035,violet
#420036,violet
#440036,violet
#450036,violet
#460036,violet
#470036,violet
#4a0036,violet
#4c0036,violet
#4d0036,violet
#4e0036,violet
#4f0036,violet
#420037,violet
#430037,violet
#470037,violet
#480037,violet
#490037,violet
#4a0037,violet
#4b0037,violet
#4c0037,violet
#4d0037,violet
#4e0037,violet
#4f0037,violet
#420038,violet
#440038,violet
#450038,violet
#470038,violet
#480038,violet
#4e0038,violet
#400039,violet
#410039,violet
#450039,violet
#470039,violet
#490039,violet
#4b0039,violet
#4c0039,violet
#4d0039,violet
#40003a,violet
#41003a,violet
#42003a,violet
#45003a,violet
#46003a,violet
#47003a,violet
#48003a,violet
#49003a,violet
#4a003a,violet
#4d003a,violet
#4e003a,violet
#4f003a,violet
#40003b,violet
#41003b,violet
#42003b,violet
#49003b,violet
#4a003b,violet
#4b003b,violet
#4f003b,violet
#40003c,violet
#42003c,violet
#45003c,violet
#46003c,violet
#47003c,violet
#49003c,violet
#4c003c,violet
#4d003c,violet
#4e003c,violet
#41003d,violet
#46003d,violet
#47003d,violet
#49003d,violet
#4b003d,violet
#4d003d,violet
#4e003d,violet
#40003e,violet
#42003e,violet
#44003e,violet
#45003e,violet
#47003e,violet
#49003e,violet
#4a003e,violet
#4b003e,violet
#4d003e,violet
#4e003e,violet
#41003f,violet
#43003f,violet
#45003f,violet
#46003f,violet
#49003f,violet
#4f003f,violet
#510030,violet
#530030,violet
#540030,violet
#550030,violet
#560030,violet
#570030,violet
#590030,violet
#5b0030,violet
#5d0030,violet
#5f0030,violet
#510031,violet
#530031,violet
#550031,violet
#580031,violet
#5d0031,violet
#5f0031,violet
#510032,violet
#540032,violet
#550032,violet
#560032,violet
#580032,violet
#590032,violet
#5a0032,violet
#5f0032,violet
#500033,violet
#520033,violet
#530033,violet
#590033,violet
#5a0033,violet
#5c0033,violet
#5f0033,violet
#500034,violet
#510034,violet
#520034,violet
#540034,violet
#550034,violet
#580034,violet
#5a0034,violet
#5e0034,violet
#5f0034,violet
#510035,violet
#540035,violet
#550035,violet
#560035,violet
#580035,violet
#590035,violet
#5a0035,violet
#5d0035,violet
#530036,violet
#550036,violet
#560036,violet
#570036,violet
#580036,violet
#5a0036,violet
#5c0036,violet
#520037,violet
#570037,violet
#580037,violet
#5b0037,violet
#5e0037,violet
#5f0037,violet
#520038,violet
#530038,violet
#540038,violet
#550038,violet
#560038,violet
#5b0038,violet
#5c0038,violet
#5d0038,violet
#540039,violet
#550039,violet
#570039,violet
#5d0039,violet
#5f0039,violet
#50003a,violet
#53003a,violet
#54003a,violet
#56003a,violet
#58003a,violet
#59003a,violet
#5c003a,violet
#5e003a,violet
#5f003a,violet
#51003b,violet
#52003b,violet
#53003b,violet
#55003b,violet
#56003b,violet
#57003b,violet
#58003b,violet
#5a003b,violet
#5c003b,violet
#53003c,violet
#54003c,violet
#55003c,violet
#58003c,violet
#59003c,violet
#5a003c,violet
#5d003c,violet
#5e003c,violet
#50003d,violet
#52003d,violet
#56003d,violet
#5f003d,violet
#50003e,violet
#51003e,violet
#54003e,violet
#56003e,violet
#57003e,violet
#5a003e,violet
#5b003e,violet
#5c003e,violet
#5d003e,violet
#5e003e,violet
#50003f,violet
#52003f,violet
#53003f,violet
#54003f,violet
#55003f,violet
#58003f,violet
#59003f,violet
#5c003f,violet
#600030,violet
#610030,violet
#640030,violet
#650030,violet
#670030,red
#680030,red
#690030,red
#6c0030,red
#610031,violet
#620031,violet
#630031,violet
#690031,red
#6a0031,red
#6b0031,red
#6d0031,red
#6e0031,red
#6f0031,red
#610032,violet
#620032,violet
#630032,violet
#650032,violet
#6a0032,red
#6b0032,red
#6d0032,red
#610033,violet
#620033,violet
#630033,violet
#640033,violet
#660033,violet
#680033,violet
#6b0033,violet
#6c0033,red
#6e0033,red
#600034,violet
#650034,violet
#660034,violet
#670034,violet
#690034,violet
#6c0034,violet
#6d0034,red
#6e0034,red
#6f0034,red
#650035,violet
#660035,violet
#670035,violet
#680035,violet
#6b0035,violet
#6c0035,red
#6e0035,red
#6f0035,red
#600036,violet
#630036,violet
#660036,violet
#680036,violet
#6a0036,violet
#6d0036,violet
#6f0036,violet
#600037,violet
#660037,violet
#670037,violet
#690037,violet
#6a0037,violet
#6b0037,violet
#6d0037,violet
#6e0037,violet
#6f0037,violet
#610038,violet
#620038,violet
#630038,violet
#650038,violet
#670038,violet
#680038,violet
#690038,violet
#6e0038,violet
#6f0038,violet
#610039,violet
#630039,violet
#650039,violet
#6c0039,violet
#60003a,violet
#62003a,violet
#63003a,violet
#64003a,violet
#66003a,violet
#68003a,violet
#69003a,violet
#6a003a,violet
#6b003a,violet
#6c003a,violet
#60003b,violet
#61003b,violet
#62003b,violet
#64003b,violet
#67003b,violet
#68003b,violet
#69003b,violet
#6a003b,violet
#6b003b,violet
#6c003b,violet
#6d003b,violet
#6e003b,violet
#60003c,violet
#61003c,violet
#64003c,violet
#68003c,violet
#6a003c,violet
#6b003c,violet
#6c003c,violet
